Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
393,Devin Carter,23,SAC,PG,12,0,8.4,1.1,3.2,0.342,0.4,1.7,0.25,0.7,1.5,0.444,0.408,0.6,0.6,1,0.4,0.8,1.2,1.1,0.5,0.2,0.7,0.8,3.2,,cartede02
394,Pat Connaughton,33,CHO,SG,17,0,7.7,1.1,2.2,0.5,0.6,1.5,0.4,0.5,0.8,0.692,0.632,0.4,0.6,0.636,0.3,1.2,1.5,0.5,0.3,0.1,0.2,0.3,3.2,,connapa01
395,Tyus Jones,29,ORL,PG,40,8,16.5,1.2,3.4,0.353,0.7,2.2,0.295,0.6,1.2,0.458,0.449,0.2,0.2,1,0.2,0.9,1.1,2.4,0.8,0.1,0.3,0.6,3.2,,jonesty01
396,Nick Richards,28,PHO,C,28,2,9.1,1.3,2.5,0.493,0,0,,1.3,2.5,0.493,0.493,0.7,1,0.679,1.3,2,3.3,0.3,0.1,0.5,0.9,1.4,3.2,,richani01
397,Guerschon Yabusele,30,NYK,C,33,0,9.8,1.2,2.9,0.402,0.6,1.9,0.323,0.6,1.1,0.543,0.505,0.2,0.4,0.667,0.6,1.6,2.2,0.5,0.1,0.1,0.4,1,3.2,,yabusgu01
398,Keshad Johnson,24,MIA,SF,17,0,8.1,1.1,2.9,0.38,0.3,1.2,0.25,0.8,1.8,0.467,0.43,0.5,0.8,0.692,0.8,1.2,2,0.1,0.3,0.2,0.4,0.7,3.1,,johnske10
399,Mark Sears,23,MIL,PG,7,0,3.7,0.9,1.9,0.462,0.6,1.1,0.5,0.3,0.7,0.4,0.615,0.9,1.1,0.75,0.1,0.1,0.3,0.3,0,0,0.6,0.6,3.1,,searsma01
400,Jericho Sims,27,MIL,C,29,4,14.5,1.4,1.7,0.837,0,0,,1.4,1.7,0.837,0.837,0.2,0.4,0.636,1.3,2.5,3.8,0.6,0.2,0.2,1,1.7,3.1,,simsje01
401,Kobe Brown,26,LAC,PF,26,0,9.4,1,2.6,0.368,0.4,1.6,0.238,0.6,1,0.577,0.441,0.7,0.8,0.85,0.5,1.1,1.7,0.8,0.3,0.1,0.4,0.5,3,,brownko01
402,Kobe Bufkin,22,LAL,SG,1,0,4,1,1,1,1,1,1,0,0,,1.5,0,0,,0,1,1,1,0,0,0,0,3,,bufkiko01
403,Cam Christie,20,LAC,SG,26,0,8.9,0.9,2.7,0.348,0.3,1.2,0.29,0.6,1.5,0.395,0.413,0.8,1.2,0.7,0.3,1.2,1.5,0.5,0.2,0.1,0.3,0.5,3,,chrisca02
404,Moussa Cisse,23,DAL,C,22,1,10.5,1.2,2,0.605,0,0,,1.2,2,0.605,0.605,0.6,1.5,0.424,1.6,2.2,3.9,0.1,0.4,1,0.7,1.6,3,,cissemo01
405,Jonathan Isaac,28,ORL,PF,34,0,10.4,1,2.3,0.449,0.2,0.9,0.2,0.9,1.4,0.604,0.487,0.8,1.3,0.605,0.9,1.9,2.8,0.3,0.4,0.5,0.3,0.8,3,,isaacjo01
406,Chris Livingston,22,CLE,SF,3,0,5.7,1.3,2.3,0.571,0,1,0,1.3,1.3,1,0.571,0.3,0.3,1,0,1,1,0.3,0.3,0,0,1.3,3,,livinch01
407,Emanuel Miller,25,CHI,PF,5,0,6.6,1.2,2.6,0.462,0.4,1.2,0.333,0.8,1.4,0.571,0.538,0.2,0.4,0.5,0.2,0.4,0.6,0.8,0.4,0,0,0.4,3,,milleem01
408,Riley Minix,25,SAS,SF,3,0,2.7,1.3,2,0.667,0.3,1,0.333,1,1,1,0.75,0,0,,0.3,0.3,0.7,0.3,0.3,0,0,0.3,3,,minixri01
409,Monte Morris,30,IND,PG,6,0,10.8,1.2,3.3,0.35,0.3,1.3,0.25,0.8,2,0.417,0.4,0.3,0.7,0.5,0.2,1,1.2,1.5,0.2,0.2,0.3,0.5,3,,morrimo01
410,Julian Phillips,22,CHI,SF,28,2,10.2,1.1,2.6,0.432,0.5,1.5,0.326,0.6,1.1,0.581,0.527,0.2,0.2,0.833,0.7,0.7,1.4,0.3,0.5,0.2,0.2,1.1,3,,phillju01
411,Dalen Terry,23,CHI,SG,25,0,10.4,1.2,2.8,0.435,0.4,1.2,0.345,0.8,1.6,0.5,0.507,0.2,0.4,0.556,0.6,1.2,1.7,1.1,0.7,0.3,0.6,1.1,3,,terryda01
412,Joan Beringer,19,MIN,PF,15,0,6,1.3,1.8,0.741,0,0,,1.3,1.8,0.741,0.741,0.2,0.3,0.75,0.7,1,1.7,0.1,0.2,0.3,0.3,0.9,2.9,,berinjo01
413,Jamal Cain,26,ORL,SF,16,0,7.4,0.8,2.2,0.371,0.3,1.1,0.278,0.5,1.1,0.471,0.443,0.9,1.1,0.833,0.4,0.4,0.8,0.3,0.3,0.1,0.3,1.3,2.9,,cainja01
414,David Jones García,24,SAS,SF,11,0,6.2,1.2,2.3,0.52,0.3,0.5,0.6,0.9,1.8,0.5,0.58,0.3,0.5,0.5,0.4,0.8,1.2,1.6,0.5,0.1,0.5,0.5,2.9,,jonesda06
415,John Konchar,29,MEM,SG,23,0,12.7,1.1,2.3,0.5,0.4,1.3,0.31,0.7,1,0.739,0.587,0.3,0.4,0.667,0.5,2.1,2.6,1.2,0.9,0.3,0.3,0.9,2.9,,konchjo01
416,Chris Paul,40,LAC,PG,16,0,14.3,1.1,3.5,0.321,0.6,1.9,0.333,0.5,1.6,0.308,0.411,0.1,0.1,0.5,0.4,1.4,1.8,3.3,0.7,0,1,1.4,2.9,,paulch01
417,Jamir Watkins,24,WAS,SG,14,2,11.6,1,2,0.5,0.4,1.2,0.294,0.6,0.8,0.818,0.589,0.6,0.6,1,0.4,2.1,2.4,0.4,0.3,0.2,0.4,1.9,2.9,,watkija01
418,Trey Alexander,22,NOP,SG,5,0,8.4,1.2,1.8,0.667,0.4,0.6,0.667,0.8,1.2,0.667,0.778,0,0,,0,0.8,0.8,1,0.2,0.2,0.2,0.8,2.8,,alexatr01
419,Dorian Finney-Smith,32,HOU,PF,9,0,15.4,0.9,3.4,0.258,0.8,2.9,0.269,0.1,0.6,0.2,0.371,0.2,0.2,1,1.2,1.7,2.9,0.6,0.2,0.2,0.7,1.7,2.8,,finnedo01
420,Bobi Klintman,22,DET,SF,6,0,8.8,1.2,3.5,0.333,0.5,1.8,0.273,0.7,1.7,0.4,0.405,0,0.5,0,0.8,1.8,2.7,0.7,0.3,0,0.8,1.5,2.8,,klintbo01
421,Kevin McCullar Jr.,24,NYK,SF,10,0,8.6,1,2.3,0.435,0.6,1.4,0.429,0.4,0.9,0.444,0.565,0.2,0.5,0.4,0.8,1.2,2,1.5,0.4,0,0.8,1.4,2.8,,mcculke01
422,Leonard Miller,22,MIN,SF,16,0,5,1.1,2,0.563,0.1,0.7,0.091,1.1,1.3,0.81,0.578,0.4,0.7,0.636,0.4,1,1.4,0.3,0.3,0,0.4,0.7,2.8,,millele01
423,Duop Reath,29,POR,C,29,0,7.6,1,2.2,0.453,0.7,1.6,0.447,0.3,0.6,0.471,0.617,0.1,0.1,0.667,0.2,0.8,1,0.3,0.2,0.2,0.2,0.9,2.8,,reathdu01
424,Baylor Scheierman,25,BOS,SG,34,1,11.9,1,2,0.493,0.7,1.6,0.418,0.3,0.4,0.786,0.659,0.1,0.1,0.8,0.3,1.3,1.6,0.6,0.5,0.1,0.4,1.5,2.8,,scheiba01
425,Xavier Tillman Sr.,27,BOS,C,11,1,9.4,1.3,2.5,0.5,0.3,1.2,0.231,1,1.4,0.733,0.554,0,0,,0.9,1.3,2.2,0.5,0.5,0.2,0.4,0.8,2.8,,tillmxa01
426,Rasheer Fleming,21,PHO,PF,23,0,7.2,1,3,0.348,0.3,1.7,0.2,0.7,1.3,0.552,0.406,0.3,0.4,0.778,0.7,0.6,1.3,0.2,0.3,0.3,0.2,0.8,2.7,,flemira01
427,Gary Harris,31,MIL,SG,30,0,14.4,1,2,0.5,0.6,1.2,0.486,0.4,0.8,0.52,0.642,0.2,0.2,1,0.3,1.2,1.5,1,0.6,0.2,0.4,1.2,2.7,,harriga01
428,Dwight Powell,34,DAL,C,27,2,12.9,0.9,1.3,0.657,0,0,,0.9,1.3,0.657,0.657,1,1.6,0.651,1.2,2,3.1,0.9,0.4,0.3,0.4,2,2.7,,poweldw01
429,Jae'Sean Tate,30,HOU,SF,22,0,7.7,1.1,2.3,0.5,0.3,0.8,0.353,0.9,1.5,0.576,0.56,0.1,0.1,1,0.7,0.8,1.5,0.6,0.2,0.1,0.2,1.2,2.7,,tateja01
430,Kevon Looney,29,NOP,C,16,6,14.2,1.1,2.8,0.4,0.1,0.6,0.111,1.1,2.3,0.472,0.411,0.3,0.5,0.625,2.3,2.7,5,1.6,0.4,0.5,0.5,1.9,2.6,,looneke01
431,Jordan McLaughlin,29,SAS,PG,16,0,6.2,0.9,1.9,0.484,0.4,1.1,0.412,0.5,0.9,0.571,0.597,0.3,0.3,0.8,0.3,0.4,0.6,0.8,0.5,0,0.3,0.4,2.6,,mclaujo01
432,Yang Hansen,20,POR,C,23,1,8.6,0.8,2.8,0.292,0.2,1.3,0.161,0.6,1.5,0.412,0.331,0.7,0.7,0.938,0.5,1.3,1.8,0.8,0,0.3,0.8,1.3,2.5,,yangha01
433,Rayan Rupert,21,POR,SG,34,0,11.1,1,2.7,0.359,0.3,1.3,0.256,0.6,1.4,0.449,0.418,0.2,0.4,0.583,0.4,1.3,1.6,0.6,0.4,0.1,0.3,1.1,2.5,,ruperra01
434,Hunter Tyson,25,DEN,PF,16,2,6.9,0.8,2.5,0.325,0.4,1.4,0.273,0.4,1.1,0.389,0.4,0.5,0.6,0.889,0.2,1.4,1.6,0.6,0.1,0.1,0.3,0.6,2.5,,tysonhu01
435,Elijah Harkless,25,UTA,SG,7,0,9.4,0.6,1.6,0.364,0.3,1,0.286,0.3,0.6,0.5,0.455,1,1.3,0.778,0.3,0.6,0.9,0.7,0.6,0,0.4,1.4,2.4,,harklej01
436,Miles Kelly,23,DAL,PG,5,0,8.2,1,2.4,0.417,0.4,1.6,0.25,0.6,0.8,0.75,0.5,0,0,,0.4,1.2,1.6,0.4,0,0,0.6,1,2.4,,kellymi02
437,Chris Boucher,33,BOS,PF,8,0,11.4,0.9,2.8,0.318,0.1,1.5,0.083,0.8,1.3,0.6,0.341,0.4,0.5,0.75,0.3,2,2.3,0.4,0.6,0.9,0.1,2,2.3,,bouchch01
438,Johnny Juzang,24,MIN,SG,16,0,3.9,0.9,1.9,0.452,0.3,1.2,0.263,0.6,0.8,0.75,0.532,0.2,0.3,0.75,0.3,0.5,0.8,0.4,0.1,0,0.2,0.2,2.3,,juzanjo01
439,Isaiah Livers,27,PHO,PF,20,0,10.6,0.8,2,0.375,0.5,1.5,0.345,0.3,0.6,0.455,0.5,0.3,0.3,0.833,0.6,1.4,2,0.7,0.4,0.3,0.5,1.2,2.3,,liveris01
440,Pete Nance,25,MIL,PF,10,0,4.1,0.9,1.7,0.529,0.5,1.1,0.455,0.4,0.6,0.667,0.676,0,0,,0.1,0.6,0.7,0.2,0.1,0,0.3,0.2,2.3,,nancepe01
441,Luke Travers,24,CLE,SG,12,0,8.6,0.8,3,0.25,0.1,1.3,0.063,0.7,1.7,0.4,0.264,0.8,0.8,1,0.8,1.3,2,0.8,0.6,0.3,0.3,0.5,2.3,,travelu01
442,Christian Koloko,25,2TM,C,13,2,15.5,1.1,2.7,0.4,0,0.1,0,1.1,2.6,0.412,0.4,0.1,0.3,0.25,1.5,2,3.5,0.8,0.8,1,0.5,1.6,2.2,,kolokch01
442,Christian Koloko,25,LAL,C,2,0,3,0,0,,0,0,,0,0,,,0,0,,0,0.5,0.5,0,0,0,0,0.5,0,,kolokch01
442,Christian Koloko,25,MEM,C,11,2,17.7,1.3,3.2,0.4,0,0.1,0,1.3,3.1,0.412,0.4,0.1,0.4,0.25,1.7,2.3,4,0.9,0.9,1.2,0.6,1.8,2.6,,kolokch01
443,Myron Gardner,24,MIA,SF,13,0,5.2,0.8,2,0.385,0.3,1.1,0.286,0.5,0.9,0.5,0.462,0.3,0.3,1,0.8,0.7,1.5,0.4,0.4,0.1,0.1,1.2,2.2,,gardnmy01
444,Caleb Houstan,23,ATL,SF,9,0,4.9,0.7,1.6,0.429,0.6,1.2,0.455,0.1,0.3,0.333,0.607,0.3,0.3,1,0.4,0.1,0.6,0.2,0.1,0.1,0.4,0.6,2.2,,houstca01
445,Carter Bryant,20,SAS,PF,30,0,7.4,0.8,2.4,0.319,0.3,1.3,0.256,0.4,1.1,0.394,0.389,0.2,0.3,0.75,0.3,1.2,1.5,0.2,0.1,0.1,0.3,0.7,2.1,,bryanca01
446,Jeff Green,39,HOU,PF,14,0,4.5,0.8,1.6,0.478,0.5,1.1,0.438,0.3,0.5,0.571,0.63,0,0,,0.1,0.4,0.4,0.1,0,0.1,0.1,0.4,2.1,,greenje02
447,Caleb Martin,30,DAL,SF,34,0,10.4,0.9,2.1,0.414,0.1,0.5,0.167,0.8,1.5,0.5,0.436,0.4,0.6,0.632,0.5,1.2,1.7,1.1,0.5,0.1,0.5,1.3,2.1,,martica02
448,Lindy Waters III,28,SAS,SG,23,0,7,0.7,2.1,0.354,0.6,1.8,0.333,0.1,0.3,0.5,0.5,0,0,1,0.1,0.8,0.9,0.4,0.2,0,0,0.7,2.1,,waterli01
449,Koby Brea,23,PHO,SG,2,0,4,0.5,1.5,0.333,0,1,0,0.5,0.5,1,0.333,1,1,1,0,0.5,0.5,1,0,0,0,0,2,,breako01
450,JD Davison,23,HOU,PG,17,0,6.8,0.7,1.5,0.462,0.3,0.7,0.417,0.4,0.8,0.5,0.558,0.3,0.5,0.556,0.1,0.6,0.8,1.1,0.2,0.2,0.3,0.5,2,,davisjd01
451,Hunter Dickinson,25,NOP,C,1,0,5,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,0,0,0,0,0,1,2,2,2,,dickihu01
452,Trentyn Flowers,20,CHI,SF,2,0,3,1,1.5,0.667,0,0.5,0,1,1,1,0.667,0,0,,0.5,0,0.5,0.5,0,0,0.5,0.5,2,,flowetr01
453,Ron Harper Jr.,25,BOS,SF,4,0,5,0.8,2.5,0.3,0.5,2,0.25,0.3,0.5,0.5,0.4,0,0,,0.3,0.5,0.8,1,0.3,0.5,0,0.5,2,,harpero02
454,Colby Jones,23,DET,SG,1,0,7,1,3,0.333,0,2,0,1,1,1,0.333,0,0,,0,4,4,2,0,0,0,1,2,,jonesco02
455,Wendell Moore Jr.,24,DET,SG,3,0,14.3,1,2,0.5,0,0.3,0,1,1.7,0.6,0.5,0,0,,0.3,1,1.3,1,0.7,0.3,0.3,0.3,2,,moorewe01
456,Daeqwon Plowden,27,SAC,SG,1,0,14,1,5,0.2,0,3,0,1,2,0.5,0.2,0,0,,2,0,2,0,0,0,0,0,2,,plowdda01
457,Oscar Tshiebwe,26,UTA,C,1,0,15,1,4,0.25,0,0,,1,4,0.25,0.25,0,1,0,2,4,6,1,1,0,0,2,2,,tshieos01
458,Jahmir Young,25,MIA,PG,5,0,4.8,0.8,2.2,0.364,0.4,1,0.4,0.4,1.2,0.333,0.455,0,0,,0,0.4,0.4,0.8,0.2,0,0.4,0.6,2,,youngja05
459,Kam Jones,23,IND,SG,10,0,5.3,0.9,1.7,0.529,0.1,0.6,0.167,0.8,1.1,0.727,0.559,0,0,,0.1,0.3,0.4,0.6,0.2,0,0.1,0.4,1.9,,joneska03
460,Mason Plumlee,35,CHO,C,14,2,8.9,0.6,0.9,0.75,0,0,,0.6,0.9,0.75,0.75,0.6,0.9,0.667,0.7,2.1,2.9,1.1,0.4,0,0.6,0.7,1.9,,plumlma01
461,Amir Coffey,28,MIL,SG,23,0,7.7,0.6,1.3,0.452,0.2,0.6,0.286,0.4,0.7,0.588,0.516,0.4,0.4,1,0.2,0.5,0.7,0.3,0.1,0.1,0.1,0.3,1.8,,coffeam01
462,Mohamed Diawara,20,NYK,SF,32,4,5,0.7,1.7,0.4,0.4,0.9,0.4,0.3,0.8,0.4,0.509,0,0.1,0.25,0.2,0.7,0.9,0.4,0.3,0.1,0.3,0.5,1.8,,diawamo01
463,E.J. Liddell,25,BRK,PF,8,0,4.4,0.6,1.5,0.417,0.3,1,0.25,0.4,0.5,0.75,0.5,0.3,0.4,0.667,0.4,0.8,1.1,0,0,0,0,0.5,1.8,,liddeej01
464,Cody Martin,30,IND,SF,4,0,13.8,0.5,2.5,0.2,0,1.3,0,0.5,1.3,0.4,0.2,0.8,1.5,0.5,0.3,3.3,3.5,0.5,1,0.5,1,1.3,1.8,,martico01
465,Orlando Robinson,25,ORL,C,4,1,6.3,0.8,1.3,0.6,0.3,0.5,0.5,0.5,0.8,0.667,0.7,0,0,,0.5,0.5,1,0.8,0.3,0,0,0.8,1.8,,robinor01
466,Chris Youngblood,23,OKC,SG,26,0,5.3,0.5,1.7,0.318,0.5,1.5,0.308,0.1,0.2,0.4,0.455,0.3,0.3,1,0.2,0.6,0.8,0.3,0.1,0,0,0.7,1.8,,youngch01
467,Thanasis Antetokounmpo,33,MIL,SF,12,0,3,0.6,1,0.583,0,0,,0.6,1,0.583,0.583,0.5,0.8,0.667,0.3,0.3,0.5,0,0.4,0.3,0.2,0.6,1.7,,antetth01
468,Javonte Cooke,26,POR,SG,6,0,7.3,0.7,2.8,0.235,0.3,1.3,0.25,0.3,1.5,0.222,0.294,0,0,,0.2,0.8,1,1.2,0.3,0,0.8,0.2,1.7,,cookeja01
469,Ariel Hukporti,23,NYK,C,26,4,9.2,0.6,1.2,0.516,0,0,0,0.6,1.2,0.533,0.516,0.4,0.6,0.688,1.2,1.6,2.7,0.7,0.2,0.6,0.5,1.3,1.7,,hukpoar01
470,Harrison Ingram,23,SAS,SF,3,0,3.7,0.7,1,0.667,0.3,0.3,1,0.3,0.7,0.5,0.833,0,0,,1,0,1,0,0,0,0,0.7,1.7,,ingraha01
471,Bronny James,21,LAL,SG,21,1,7.3,0.6,1.8,0.342,0.3,1,0.35,0.3,0.9,0.333,0.434,0.1,0.1,1,0.2,0.3,0.5,1.2,0.4,0,0.6,0.6,1.7,,jamesbr02
472,Anthony Gill,33,WAS,PF,18,0,3.9,0.6,0.9,0.688,0.2,0.3,0.6,0.4,0.6,0.727,0.781,0.2,0.2,1,0.3,0.6,0.8,0,0.1,0.1,0.3,0.2,1.6,,gillan01
473,AJ Johnson,21,WAS,SG,22,0,6.9,0.6,2.5,0.25,0.2,0.8,0.235,0.5,1.8,0.256,0.286,0.1,0.2,0.75,0.3,0.8,1,0.6,0.2,0,0.5,0.4,1.6,,johnsaj01
474,Maxi Kleber,34,LAL,PF,19,0,11.1,0.5,1.7,0.281,0.2,0.8,0.2,0.3,0.9,0.353,0.328,0.5,0.6,0.75,0.5,1.2,1.7,0.7,0.3,0.3,0.4,1.5,1.6,,klebima01
475,Taelon Peter,23,IND,SG,21,0,5.8,0.5,1.6,0.294,0.4,1.5,0.281,0,0.1,0.5,0.426,0.2,0.3,0.667,0.3,0.6,0.9,0.7,0.1,0.1,0.4,0.3,1.6,,peterta01
476,Jacob Toppin,25,ATL,SF,5,0,3.4,0.8,1.2,0.667,0,0,,0.8,1.2,0.667,0.667,0,0,,0,0.2,0.2,0.2,0,0.2,0,0.2,1.6,,toppija01
477,Tyson Etienne,26,BRK,PG,8,0,4.3,0.5,1.9,0.267,0.5,1.6,0.308,0,0.3,0,0.4,0,0,,0,0,0,0.1,0,0,0.1,0.6,1.5,,etienty01
478,Andre Jackson Jr.,24,MIL,SG,16,0,6.6,0.5,1.6,0.308,0.2,0.9,0.2,0.3,0.7,0.455,0.365,0.3,0.4,0.833,0.3,0.5,0.8,1.1,0.3,0.1,0.4,0.9,1.5,,jacksan01
479,Brooks Barnhizer,23,OKC,SG,21,0,7.6,0.6,1.3,0.444,0,0.3,0.167,0.5,1,0.524,0.463,0.2,0.3,0.667,0.3,1.5,1.8,0.4,0.1,0.1,0.1,0.6,1.4,,barnhbr01
480,Johni Broome,23,PHI,C,7,0,5.7,0.6,2.9,0.2,0,0.4,0,0.6,2.4,0.235,0.2,0.3,0.6,0.5,0.9,1,1.9,0.6,0.3,0,0.3,0.7,1.4,,broomjo01
481,Nigel Hayes-Davis,31,PHO,SF,23,0,7.8,0.7,1.9,0.349,0.1,0.7,0.133,0.6,1.2,0.464,0.372,0,0.1,0.5,0.5,0.8,1.3,0.3,0.3,0,0.3,0.7,1.4,,hayesni01
482,Isaac Jones,25,2TM,PF,4,1,4.5,0.5,1,0.5,0,0.5,0,0.5,0.5,1,0.5,0.3,0.5,0.5,0.5,0,0.5,0.3,0,0,0,1,1.3,,jonesis01
482,Isaac Jones,25,SAC,PF,3,1,5.7,0.3,0.7,0.5,0,0.3,0,0.3,0.3,1,0.5,0.3,0.7,0.5,0.7,0,0.7,0.3,0,0,0,1.3,1,,jonesis01
482,Isaac Jones,25,DET,PF,1,0,1,1,2,0.5,0,1,0,1,1,1,0.5,0,0,,0,0,0,0,0,0,0,0,2,,jonesis01
483,Khaman Maluach,19,PHO,C,18,0,4.7,0.4,1.1,0.4,0,0.3,0,0.4,0.8,0.533,0.4,0.4,0.4,0.875,0.3,0.7,1,0.2,0.1,0.4,0.5,0.8,1.3,,maluakh01
484,Jonathan Mogbo,24,TOR,PF,16,0,5.3,0.6,1,0.625,0,0,,0.6,1,0.625,0.625,0.1,0.2,0.333,0.4,0.8,1.2,0.6,0.1,0.2,0.1,0.3,1.3,,mogbojo01
485,Adou Thiero,21,LAL,SF,15,0,5.8,0.5,1.2,0.389,0,0.1,0,0.5,1.1,0.412,0.389,0.4,0.5,0.75,0.5,0.7,1.2,0.3,0.3,0.1,0.3,1,1.3,,thierad01
486,Trey Jemison,26,NYK,C,6,0,6.3,0.5,0.5,1,0,0,,0.5,0.5,1,1,0.2,0.2,1,0.8,0.8,1.7,0.2,0,0.3,0.5,1,1.2,,jemistr01
487,Kyle Lowry,39,PHI,PG,6,0,7.5,0.3,1.3,0.25,0.3,1.3,0.25,0,0,,0.375,0,0,,0,0.5,0.5,1.2,0.2,0,0.3,0.5,1,,lowryky01
488,Hunter Sallis,22,PHI,SG,7,0,3.7,0.4,0.7,0.6,0,0,,0.4,0.7,0.6,0.6,0.1,0.3,0.5,0,0.1,0.1,0.6,0,0.1,0.7,0.3,1,,sallihu01
489,Dario Šarić,31,SAC,C,5,0,8.2,0.2,1.2,0.167,0.2,0.6,0.333,0,0.6,0,0.25,0.4,0.4,1,0.2,1,1.2,0.4,0,0,0.4,0.6,1,,saricda01
490,Jahmai Mashack,23,MEM,SG,7,0,3.6,0.3,1.1,0.25,0.3,0.9,0.333,0,0.3,0,0.375,0,0,,0,0.7,0.7,0.3,0.1,0,0.4,0.1,0.9,,mashaja01
491,Bismack Biyombo,33,SAS,C,11,1,5.9,0.4,0.5,0.667,0,0,,0.4,0.5,0.667,0.667,0.1,0.2,0.5,0.2,0.5,0.6,0.3,0.3,0.1,0.3,0.9,0.8,,biyombi01
492,N'Faly Dante,24,ATL,C,4,0,3.8,0.3,1,0.25,0,0,,0.3,1,0.25,0.25,0.3,0.3,1,0.8,1,1.8,0,0.5,0,0.3,0.3,0.8,,nfalyda01
493,Curtis Jones,24,DEN,SG,5,0,4.4,0.4,2,0.2,0,1.2,0,0.4,0.8,0.5,0.2,0,0,,0.2,0.6,0.8,0.2,0,0,0.2,0.4,0.8,,jonescu01
494,Drew Peterson,26,CHO,PF,6,0,10.7,0.3,2.7,0.125,0,2,0,0.3,0.7,0.5,0.125,0.2,0.3,0.5,0.5,1,1.5,0.3,0.5,0.2,0,0.5,0.8,,peterdr01
495,Drew Timme,25,LAL,PF,5,0,3.2,0.4,0.8,0.5,0,0.4,0,0.4,0.4,1,0.5,0,0,,0.2,0.6,0.8,0.6,0.2,0,0.2,0,0.8,,timmedr01
496,Joe Ingles,38,MIN,SF,13,0,4.2,0.2,0.4,0.4,0.1,0.3,0.25,0.1,0.1,1,0.5,0.2,0.2,1,0,0.4,0.4,0.8,0.5,0,0.4,0.5,0.5,,inglejo01
497,Lachlan Olbrich,22,CHI,C,8,0,8.3,0.3,1.1,0.222,0,0.5,0,0.3,0.6,0.4,0.222,0,0.3,0,0.8,1.6,2.4,0.9,0,0,0.5,1.9,0.5,,olbrila01
498,Amari Williams,24,BOS,PF,6,0,5.2,0.2,0.3,0.5,0,0,,0.2,0.3,0.5,0.5,0.2,0.3,0.5,0.3,0.8,1.2,0.2,0.2,0.3,0,0.7,0.5,,william01
499,Pacome Dadiet,20,NYK,SG,15,0,3.1,0.1,0.5,0.125,0,0.3,0,0.1,0.2,0.333,0.125,0.3,0.3,1,0.1,0.7,0.7,0.4,0.1,0,0,0.2,0.4,,dadiepa01
500,Garrett Temple,39,TOR,SG,10,0,2.9,0.1,0.6,0.167,0.1,0.4,0.25,0,0.2,0,0.25,0.1,0.2,0.5,0,0.4,0.4,0.3,0.3,0.1,0.3,0.2,0.4,,templga01
501,Jahmyl Telfort,24,LAC,PF,8,0,4,0,0.5,0,0,0.5,0,0,0,,0,0.1,0.5,0.25,0,0.4,0.4,0.1,0.1,0,0.1,0.6,0.1,,telfoja01
502,Mo Bamba,27,TOR,C,2,0,3,0,1,0,0,0,,0,1,0,0,0,0,,0.5,0.5,1,0,0,0.5,0,1,0,,bambamo01
503,Sharife Cooper,24,WAS,PG,4,0,2.5,0,0.3,0,0,0.3,0,0,0,,0,0,0,,0,0,0,0,0,0,0.3,0.3,0,,coopesh01
504,Isaiah Crawford,24,HOU,SF,2,0,2.5,0,0.5,0,0,0.5,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,crawfis01
505,Noa Essengue,19,CHI,PF,2,0,3,0,1.5,0,0,1,0,0,0.5,0,0,0,0,,0,0,0,0,0.5,0,0,0.5,0,,essenno01
506,Tosan Evbuomwan,24,NYK,SF,5,0,1.6,0,0.2,0,0,0,,0,0.2,0,0,0,0,,0.2,0.2,0.4,0,0,0,0,0.2,0,,evbuoto01
507,Vladislav Goldin,24,MIA,C,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,0,0,0,0,0,,goldivl01
508,Chucky Hepburn,22,TOR,PG,2,0,6.5,0,3,0,0,2.5,0,0,0.5,0,0,0,0,,0,0.5,0.5,1,0.5,0,0.5,1,0,,hepbuch01
509,Chris Mañon,24,LAL,SG,4,0,3.5,0,0.3,0,0,0.3,0,0,0,,0,0,0,,0.3,0.5,0.8,0,0.3,0.5,0,0.8,0,,manonch01
,League Average,,,,,,,,,0.469,,,0.358,,,0.548,0.544,,,0.787,,,,,,,,,,,-9999
