Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
262,Drake Powell,20,BRK,SG,28,3,519,9.4,0.59,0.471,0.25,1.3,9.5,5.2,13,1.5,0.9,15.6,14.9,0.2,0.3,0.5,0.043,-3.9,-0.5,-4.3,-0.3,,poweldr01
263,Jared McCain,21,PHI,SG,30,1,518,8.2,0.461,0.477,0.128,0.8,13.3,7,13,2.1,0.2,10,18.6,-0.4,0.5,0.1,0.01,-4.5,-0.4,-4.8,-0.4,,mccaija01
264,Ochai Agbaji,25,TOR,SG,33,11,513,7.9,0.496,0.358,0.172,5.1,11.9,8.5,6.4,1.3,1.7,7.7,12.9,0.1,0.6,0.6,0.059,-4.7,0.3,-4.4,-0.3,,agbajoc01
265,Josh Minott,23,BOS,PF,29,10,510,15.7,0.646,0.557,0.198,8.6,16.5,12.6,8.2,2.4,2.2,11.2,13.6,1.1,0.7,1.7,0.163,0.9,1,1.9,0.5,,minotjo01
266,Ja Morant,26,MEM,PG,18,18,510,15.1,0.506,0.262,0.34,1.5,10.5,6,42.6,1.7,0.6,15.9,32.5,-0.3,0.5,0.2,0.022,-0.9,-2,-3,-0.1,,moranja01
267,Hugo González,19,BOS,SF,34,2,509,10.2,0.564,0.434,0.15,6.6,17.9,12.3,5.5,2.2,2,14.8,12,0.2,0.7,0.9,0.084,-3.2,1.1,-2.1,0,,gonzahu01
268,Daniss Jenkins,24,DET,PG,31,6,508,14,0.538,0.383,0.219,4,8.4,6.2,27.4,2.5,0.6,16.3,21.2,0.4,0.7,1,0.099,-0.6,0.2,-0.4,0.2,,jenkida01
269,Adem Bona,22,PHI,C,30,3,508,11.7,0.636,0.07,0.775,11,13.6,12.3,2.1,1,7.1,17.4,9.5,0.6,0.6,1.2,0.113,-3.3,0.7,-2.6,-0.1,,bonaad01
270,Luka Garza,27,BOS,C,31,1,506,21,0.726,0.301,0.397,16.8,12.9,14.9,7.8,1.1,3.2,7,14.7,2.2,0.5,2.7,0.255,2.8,-0.1,2.8,0.6,,garzalu01
271,T.J. McConnell,33,IND,PG,29,0,506,21.7,0.572,0.13,0.053,2.6,11.9,7.1,50.8,3.3,1,12.5,24.1,0.9,0.6,1.5,0.143,2.5,1.5,4,0.8,,mccontj01
272,Tari Eason,24,HOU,PF,21,9,498,17.2,0.598,0.482,0.126,9.1,19,14.1,9.4,2.4,2.4,13.9,20.4,0.7,0.8,1.5,0.141,1.7,0.6,2.3,0.5,,easonta01
273,Jaylin Williams,23,OKC,PF,27,3,495,11.9,0.512,0.81,0.27,3.5,25.2,14.8,16.8,1.7,3.1,14.5,15.6,0.1,1.2,1.2,0.12,-1.4,2.5,1.1,0.4,,willija07
274,D'Angelo Russell,29,DAL,PG,26,3,495,12.5,0.511,0.483,0.259,1.8,11,6.5,31.3,1.1,0.3,15.9,26.2,-0.4,0.4,0.1,0.006,-0.9,-1.5,-2.4,0,,russeda01
275,Nae'Qwan Tomlin,25,CLE,PF,31,2,481,14.2,0.554,0.364,0.247,8.6,11.4,10,6.9,2.2,4.4,6.1,15.6,0.6,0.6,1.2,0.121,-1.5,0.8,-0.7,0.2,,tomlina01
276,Tyler Kolek,24,NYK,PG,35,1,478,11.9,0.515,0.435,0.089,2.9,13.6,8.1,28.5,1.5,0.6,15.9,18.2,0.3,0.4,0.7,0.069,-1.4,0,-1.4,0.1,,kolekty01
277,Gary Payton II,33,GSW,SG,38,1,477,15.6,0.582,0.266,0.076,10.3,18.2,14.2,19.7,2.2,2.5,16.4,17.3,0.5,0.7,1.2,0.123,-1,1.7,0.7,0.3,,paytoga02
278,Jabari Walker,23,PHI,PF,37,6,475,10.7,0.527,0.427,0.355,10.9,17.6,14.2,5.7,0.9,2.1,10.6,14.2,0.4,0.5,0.9,0.088,-3.4,-0.8,-4.1,-0.3,,walkeja01
279,Jordan Hawkins,23,NOP,SG,33,0,469,4.9,0.427,0.553,0.106,3,10.5,6.6,6.7,0.5,1.4,10.6,16.7,-0.7,0,-0.7,-0.068,-4.6,-3.4,-7.9,-0.7,,hawkijo01
280,Danny Wolf,21,BRK,PF,24,3,466,10.9,0.494,0.442,0.194,5.7,20.5,12.7,13.7,1.7,1.6,12.7,19,-0.2,0.5,0.3,0.028,-3.1,-0.4,-3.5,-0.2,,wolfda01
281,Justin Edwards,22,PHI,SF,31,5,461,8.7,0.508,0.66,0.118,3.5,8.2,5.8,10.7,2.2,1.4,12.2,15.7,-0.1,0.5,0.4,0.044,-3.4,0.2,-3.2,-0.1,,edwarju01
282,Tre Mann,24,CHO,PG,26,1,457,9,0.474,0.516,0.078,4.6,11.4,8.1,19.6,1.5,0.6,14.2,24.1,-0.5,0.3,-0.2,-0.018,-3.4,-1.7,-5.1,-0.4,,manntr01
283,Jonathan Kuminga,23,GSW,PF,18,13,446,10.8,0.518,0.276,0.298,6.8,20.7,13.7,15.5,0.5,1.2,17.7,23.6,-0.4,0.5,0.1,0.006,-3.5,-1.3,-4.8,-0.3,,kuminjo01
284,Bones Hyland,25,MIN,PG,32,3,445,14.8,0.584,0.617,0.171,1.5,9.5,5.6,25.3,1.8,1.4,11.7,20.2,0.7,0.5,1.2,0.133,0.2,0.6,0.8,0.3,,hylanbo01
285,Dalton Knecht,24,LAL,SF,33,1,441,8.8,0.542,0.604,0.107,3,11.4,7.3,4.1,0.9,1.9,9.3,16.9,0,0.2,0.2,0.02,-2.6,-1.9,-4.5,-0.3,,knechda01
286,Robert Williams,28,POR,C,28,1,441,21.6,0.74,0.106,0.192,13.5,27.9,20.6,9.5,1.8,7,13.8,12,1.2,0.8,1.9,0.208,2.4,2.2,4.6,0.7,,williro04
287,Jonas Valančiūnas,33,DEN,C,33,1,438,21.5,0.634,0.062,0.314,12,27.2,19.9,14.6,0.8,4.2,14.3,25.6,0.9,0.5,1.4,0.151,0.3,-0.4,-0.1,0.2,,valanjo01
288,Jrue Holiday,35,POR,PG,14,12,438,16.7,0.555,0.524,0.162,4.6,13.5,9,37,2.2,0.6,16.4,22,0.6,0.4,1,0.111,2.4,-0.2,2.2,0.5,,holidjr01
289,Jalen Pickett,26,DEN,SG,26,8,437,12.2,0.595,0.543,0.039,3.3,13.1,8.4,18.2,0.9,0.6,13.2,15,0.5,0.2,0.8,0.083,0.3,-1,-0.7,0.1,,pickeja02
290,Taylor Hendricks,22,UTA,PF,28,6,433,11.5,0.61,0.532,0.275,6.7,15.6,11.1,6.2,1.3,1.6,10.9,13.1,0.5,0.1,0.5,0.06,-0.9,-1.6,-2.5,-0.1,,hendrta01
291,Gary Harris,31,MIL,SG,30,0,432,8.3,0.659,0.583,0.083,2.1,9.4,5.8,9.1,2,1.1,16.2,7.6,0.4,0.3,0.7,0.076,-3.2,1.1,-2,0,,harriga01
292,Keaton Wallace,26,ATL,PG,35,2,427,11.2,0.556,0.63,0.079,0.5,10.9,5.7,23.2,2.2,0.9,14.3,15,0.2,0.4,0.6,0.069,-2.1,0.3,-1.8,0,,wallake01
293,Cody Williams,21,UTA,SG,27,4,423,7.1,0.487,0.39,0.154,4.1,8.1,6,6.8,0.9,1.8,6.4,13.7,0,0,-0.1,-0.011,-4,-2.4,-6.4,-0.5,,willico04
294,Al Horford,39,GSW,C,22,1,423,13.4,0.527,0.721,0.074,5.7,22.1,13.8,13.9,1.9,4.7,13,16.1,0.1,0.7,0.8,0.095,-0.5,1.6,1.1,0.3,,horfoal01
295,Jericho Sims,27,MIL,C,29,4,421,9.2,0.827,0,0.224,10.1,19.3,14.7,5.6,0.7,1.2,35.8,8.8,0.3,0.3,0.6,0.072,-4.4,-0.9,-5.4,-0.4,,simsje01
296,Drew Eubanks,28,SAC,C,30,11,420,11.9,0.609,0.036,0.391,6.5,15.6,10.9,2.8,1.4,4.1,16.2,15.7,0,0.3,0.3,0.034,-3.8,-0.6,-4.4,-0.3,,eubandr01
297,Tidjane Salaün,20,CHO,PF,25,0,418,12.6,0.625,0.53,0.231,4.7,23.6,14.4,7.4,1.3,1.3,12.8,14.9,0.4,0.4,0.8,0.095,-1.3,0.1,-1.3,0.1,,salauti01
298,Aaron Holiday,29,HOU,PG,29,1,416,10,0.567,0.69,0.2,1.1,5.6,3.4,9.5,1.6,0.9,11.7,17.9,0.4,0.3,0.8,0.089,-1.9,-0.5,-2.4,-0.1,,holidaa01
299,Cole Anthony,25,MIL,PG,28,0,413,11.1,0.48,0.303,0.124,3.3,16.1,9.8,36.6,2.1,1.9,21.7,25.6,-0.7,0.4,-0.2,-0.025,-4,-0.5,-4.5,-0.3,,anthoco01
300,Kristaps Porziņģis,30,ATL,C,17,12,413,20.5,0.592,0.41,0.386,5.5,17.7,11.6,16.6,1,4.8,6.1,26.5,0.9,0.5,1.4,0.16,2.6,0.7,3.3,0.6,,porzikr01
301,Will Riley,19,WAS,SF,31,0,412,11.1,0.531,0.331,0.286,6.2,9.6,7.9,12.5,1.5,0.9,14.3,17.7,0,0,0.1,0.009,-2.3,-2,-4.3,-0.2,,rileywi01
302,Derrick Jones Jr.,28,LAC,SF,17,13,411,15.3,0.674,0.47,0.265,4.4,8.3,6.4,7.4,1.6,4.1,9.7,15.6,0.8,0.3,1,0.121,0.9,-0.2,0.8,0.3,,jonesde02
303,Corey Kispert,26,2TM,SF,21,2,409,13.7,0.639,0.642,0.313,1.6,10.2,5.9,12.5,1,0.6,10,17.3,0.6,0,0.7,0.078,0.5,-2.2,-1.7,0,,kispeco01
303,Corey Kispert,26,WAS,SF,19,2,370,14.1,0.649,0.639,0.286,1.7,10.7,6.2,12.4,1,0.7,9.5,16.7,0.7,0,0.6,0.084,0.9,-2,-1.2,0.1,,kispeco01
303,Corey Kispert,26,ATL,SF,2,0,39,10.1,0.567,0.667,0.533,0,5.7,2.8,13.7,1.2,0,13.9,23.1,0,0,0,0.017,-3,-3.5,-6.4,0,,kispeco01
304,Christian Braun,24,DEN,SG,14,14,404,10.3,0.532,0.297,0.288,5.9,10.4,8.3,11.1,1.1,1.4,12,15.3,0.2,0.2,0.4,0.05,-2.2,-1.4,-3.6,-0.2,,braunch01
305,Baylor Scheierman,25,BOS,SG,34,1,403,8.5,0.667,0.797,0.072,2.8,12.4,7.6,6.1,2,0.5,15.4,9,0.4,0.4,0.8,0.093,-3.4,1.2,-2.2,0,,scheiba01
306,Cam Thomas,24,BRK,SG,16,8,403,15.1,0.554,0.365,0.369,1.6,6.6,4,19,0.5,0.4,10.6,32.5,0.1,0.1,0.2,0.024,0.9,-4,-3.1,-0.1,,thomaca02
307,Kevin Love,37,UTA,PF,23,4,399,14.4,0.564,0.716,0.224,9.7,24.7,17.1,14.8,0.8,1.7,10.4,17,0.6,0.1,0.7,0.086,0.7,-1.3,-0.6,0.1,,loveke01
308,Jaden Ivey,23,DET,SG,23,2,388,13.8,0.561,0.452,0.204,3.7,10.5,7.1,14.9,1.6,1.8,10.5,20.2,0.4,0.5,0.9,0.113,0,0.3,0.3,0.2,,iveyja01
309,Pat Spencer,29,GSW,PG,26,3,383,13,0.495,0.306,0.167,5.4,10.5,7.9,30.8,2.3,0.2,13.9,19.8,0.2,0.4,0.7,0.084,-1.6,0.5,-1.1,0.1,,spencpa01
310,Johnny Furphy,21,IND,SG,23,9,377,10.9,0.615,0.494,0.299,5.2,20.4,12.5,6.1,1.5,0.7,12.5,12.6,0.2,0.4,0.6,0.078,-2.9,0.2,-2.7,-0.1,,furphjo01
311,Rayan Rupert,21,POR,SG,34,0,376,5.4,0.432,0.467,0.13,3.7,12.6,8,7.8,1.5,0.5,10.2,11.7,-0.2,0.3,0.1,0.008,-5.6,-0.1,-5.8,-0.4,,ruperra01
312,Karlo Matković,24,NOP,PF,30,2,374,16.5,0.687,0.288,0.144,7.1,21.3,14,8.8,1,6.2,13.3,14.1,0.6,0.3,0.9,0.118,-0.1,0.5,0.5,0.2,,matkoka01
313,Clint Capela,31,HOU,C,33,1,373,19.7,0.539,0,0.242,24.8,19.7,22.2,6.1,2.3,5.5,12.7,14,0.7,0.7,1.3,0.169,0.7,-0.3,0.4,0.2,,capelca01
314,Gui Santos,23,GSW,PF,32,2,367,11.1,0.591,0.626,0.264,7.7,15.5,11.6,12.4,2,1.2,19.8,14.6,0.2,0.5,0.6,0.083,-2.4,0.7,-1.7,0,,santogu01
315,Paul Reed,26,DET,C,30,6,367,21.7,0.619,0.155,0.233,17.7,21.2,19.5,15.1,3.5,5.1,17.4,19.2,0.6,0.9,1.5,0.193,0.9,2.6,3.5,0.5,,reedpa01
316,Gabe Vincent,29,LAL,PG,18,6,367,6.5,0.548,0.812,0.094,1.7,3.7,2.7,9.1,1.1,0.3,6.3,11.1,0.3,0.1,0.4,0.049,-2.9,-1,-3.9,-0.2,,vincega01
317,Domantas Sabonis,29,SAC,C,11,11,365,17.7,0.564,0.138,0.352,11.1,30.8,20.7,17.4,1.7,0.5,14.3,22.9,0.3,0.4,0.6,0.083,-0.6,-0.5,-1.1,0.1,,sabondo01
318,Bogdan Bogdanović,33,LAC,SG,16,3,360,8.5,0.511,0.615,0.162,1.7,12.9,7.4,17.3,1.1,0.3,13.2,17.8,0,0.2,0.1,0.016,-2.7,-1,-3.7,-0.2,,bogdabo01
319,Trayce Jackson-Davis,25,GSW,C,29,1,357,16.7,0.6,0,0.494,13.7,19,16.3,11.3,1.2,4.5,11.4,14.5,0.7,0.5,1.2,0.161,-0.7,0.5,-0.2,0.2,,jackstr02
320,Caleb Martin,30,DAL,SF,34,0,355,7.5,0.466,0.257,0.271,5.2,11.9,8.7,13.7,2.3,0.9,18.7,11.4,-0.2,0.4,0.3,0.038,-5.6,1.9,-3.7,-0.2,,martica02
321,Tony Bradley,28,IND,C,33,3,355,12.5,0.608,0.012,0.465,13.9,11.6,12.8,6.6,0.5,1.2,11.9,14,0.6,0.2,0.8,0.109,-2.9,-1.8,-4.8,-0.2,,bradlto01
322,Jalen Wilson,25,BRK,PF,26,0,354,7.5,0.543,0.664,0.271,1.2,8.2,4.6,5,1.3,0.5,9.1,16.1,0,0.2,0.1,0.019,-3.7,-1.7,-5.5,-0.3,,wilsoja03
323,Cam Whitmore,21,WAS,SF,21,0,354,13.7,0.528,0.331,0.183,5.7,11.5,8.6,6.6,2,2,9,23.7,-0.1,0.1,0,0.005,-1.2,-2.1,-3.3,-0.1,,whitmca01
324,Jonathan Isaac,28,ORL,PF,34,0,353,12.4,0.526,0.385,0.551,9,20.3,14.6,3.4,1.8,4.5,9.4,12.7,0.2,0.5,0.7,0.1,-2.4,0.8,-1.6,0,,isaacjo01
325,Noah Penda,21,ORL,SF,25,2,350,14.2,0.536,0.38,0.27,13.1,19.2,16.2,11.3,1.8,2.8,13.9,15.6,0.3,0.5,0.8,0.105,-0.5,0.2,-0.3,0.1,,pendano01
326,Zeke Nnaji,25,DEN,PF,28,1,348,12.7,0.626,0.4,0.475,5.1,15.9,10.8,5.1,1.8,3.1,11.8,13.7,0.4,0.3,0.8,0.106,-1.6,0.1,-1.5,0,,nnajize01
327,Dwight Powell,34,DAL,C,27,2,348,11.4,0.686,0,1.229,10,15.7,12.9,9,1.5,2.2,18.2,8,0.6,0.4,1,0.143,-3.4,1.7,-1.7,0,,poweldw01
328,Tristan Vukcevic,22,WAS,C,30,2,342,15.8,0.557,0.39,0.468,5.3,16.5,10.9,12.9,1.1,5.1,13.9,26.4,0,0.2,0.2,0.027,-1.5,-1.1,-2.6,-0.1,,vukcetr01
329,Jeremy Sochan,22,SAS,PF,25,0,340,10.5,0.549,0.347,0.168,8.3,14.4,11.4,11.2,1.4,1.1,15,14.8,0.2,0.4,0.6,0.086,-3.2,0.3,-2.9,-0.1,,sochaje01
330,Jaden Hardy,23,DAL,SG,28,3,336,10.2,0.552,0.632,0.178,3.2,9.2,6.3,7.5,1,0.5,12.3,23.5,-0.2,0.3,0.1,0.012,-2.2,-1.7,-3.8,-0.1,,hardyja02
331,Liam McNeeley,20,CHO,SF,27,0,336,9.7,0.577,0.674,0.36,3.8,15.8,9.9,9.2,0.7,0.8,10.7,14,0.4,0.2,0.5,0.078,-1.8,-0.5,-2.3,0,,mcneeli01
332,Asa Newell,20,ATL,PF,31,0,330,14.3,0.662,0.5,0.176,8.6,11.8,10.2,7.5,1.6,2.8,12.1,16.8,0.4,0.3,0.8,0.109,-0.9,-0.5,-1.4,0,,newelas01
333,Jase Richardson,20,ORL,SG,28,0,330,14.4,0.611,0.405,0.248,4.6,8.4,6.5,16.2,1.2,0.5,11.2,19.2,0.5,0.2,0.7,0.107,0.5,-1,-0.5,0.1,,richaja02
334,De'Anthony Melton,27,GSW,PG,16,0,329,13.3,0.538,0.5,0.239,3.3,10.2,6.7,13,3.4,2.2,11.8,22.8,-0.1,0.5,0.5,0.067,-3,1.1,-1.9,0,,meltode01
335,Branden Carlson,26,OKC,C,30,2,327,15.8,0.612,0.47,0.148,5.9,18.7,12.6,7.7,0.9,4.6,8.2,17.6,0.4,0.6,1.1,0.158,-0.2,0.4,0.2,0.2,,carlsbr01
336,Guerschon Yabusele,30,NYK,C,33,0,322,8.5,0.518,0.639,0.124,6.6,18.5,12.4,6,0.5,1.2,12,15.1,0,0.2,0.3,0.038,-2.9,-1.5,-4.4,-0.2,,yabusgu01
337,Tyler Herro,26,MIA,SG,10,9,318,17.4,0.595,0.361,0.247,1.6,14.6,8.1,13,1.2,1.1,8,25.6,0.4,0.4,0.7,0.112,1.8,-0.1,1.7,0.3,,herroty01
338,Landry Shamet,28,NYK,SG,15,6,314,13.1,0.644,0.71,0.366,2.4,8.2,5.2,7.5,0.9,1,6.1,15.3,0.7,0.1,0.8,0.127,0.9,-1,-0.1,0.2,,shamela01
339,Rob Dillingham,21,MIN,PG,32,0,312,6.5,0.409,0.233,0.15,1.8,11.8,6.9,24.3,2.6,0.8,18.4,23.5,-0.8,0.4,-0.4,-0.057,-7.4,-0.3,-7.6,-0.4,,dilliro01
340,Trendon Watford,25,PHI,PF,18,4,311,15.2,0.614,0.22,0.33,5.2,19.7,12.3,26.6,0.9,1.2,16.8,16.9,0.6,0.3,0.9,0.138,-0.4,0.8,0.4,0.2,,watfotr01
341,Jordan Miller,26,LAC,SF,19,0,302,15.5,0.638,0.404,0.371,6,15.4,10.8,12,1.2,0.9,11.9,17.3,0.6,0.2,0.7,0.117,1.3,-1,0.3,0.2,,millejo02
342,Jeremiah Robinson-Earl,25,IND,PF,17,3,300,8.8,0.443,0.398,0.169,11,20.8,15.7,5.5,1.1,0.3,10.1,13.9,-0.1,0.3,0.2,0.026,-3.6,-1.8,-5.4,-0.3,,robinje02
343,Tyrese Proctor,21,CLE,PG,28,1,297,9.1,0.481,0.624,0.184,1.8,11.1,6.4,16.1,1.3,0,8.8,20.6,-0.1,0.2,0.1,0.024,-3.8,-1.5,-5.3,-0.3,,proctty01
344,Nolan Traoré,19,BRK,PG,18,0,296,4.1,0.399,0.505,0.095,0.7,7.3,3.9,22,1.3,1.5,18.2,17.7,-0.6,0.1,-0.5,-0.076,-6.8,-1.8,-8.6,-0.5,,traorno01
345,John Konchar,29,MEM,SG,23,0,291,12.8,0.599,0.558,0.173,4.4,17.3,10.9,12.1,3.3,2.3,11.1,8.9,0.3,0.5,0.8,0.135,-1.5,4,2.5,0.3,,konchjo01
346,Jett Howard,22,ORL,SF,27,0,290,10.3,0.504,0.624,0.137,3.8,11,7.4,11.2,0.7,1.2,4.6,18.8,0.2,0.2,0.4,0.062,-1.6,-1.4,-3,-0.1,,howarje01
347,Kenrich Williams,31,OKC,PF,21,0,290,15.6,0.626,0.494,0.149,6.7,16,11.5,14.3,2.3,0.3,11.5,15.5,0.5,0.6,1.1,0.177,1.5,1.3,2.8,0.4,,willike04
348,Nick Smith Jr.,21,LAL,SG,20,1,287,9.6,0.544,0.547,0.085,0.8,6.4,3.7,12.1,1.4,0.7,11.6,20.7,-0.1,0.1,0,0.008,-2.3,-2.3,-4.5,-0.2,,smithni01
349,Julian Phillips,22,CHI,SF,28,2,285,9.7,0.541,0.581,0.081,7.6,7,7.3,3.2,2.5,1.8,7.3,12.1,0.1,0.2,0.4,0.062,-2.9,0,-2.9,-0.1,,phillju01
350,Quenton Jackson,27,IND,PG,18,8,285,12.9,0.586,0.391,0.511,2.5,11.4,6.8,18.2,1.8,0.9,15.1,19.6,0.2,0.2,0.4,0.07,-2,0.6,-1.4,0,,jacksqu01
351,Zach Edey,23,MEM,C,11,11,284,20.7,0.669,0.051,0.327,16.1,29.2,22.7,6.6,1.2,7,18.8,20,0.4,0.5,0.9,0.156,-0.5,1.6,1,0.2,,edeyza01
352,Terrence Shannon Jr.,25,MIN,SG,22,0,282,6.9,0.538,0.457,0.333,2.4,8.4,5.5,6.3,1.2,0.3,13.9,16.1,-0.1,0.2,0.2,0.03,-4.7,-0.8,-5.5,-0.2,,shannte01
353,Jamaree Bouyea,26,PHO,PG,19,0,280,19.7,0.647,0.371,0.152,3.9,11.7,7.7,17.9,2.1,2.4,5.9,17.8,0.8,0.3,1.2,0.197,3.7,1.7,5.3,0.5,,bouyeja01
354,Trae Young,27,ATL,PG,10,10,280,19.7,0.577,0.437,0.541,0,5.9,2.9,45.1,1.7,0.3,13.5,28.9,0.7,0.2,0.8,0.144,3.3,-2,1.3,0.2,,youngtr01
355,Thomas Bryant,28,CLE,C,30,0,279,17.7,0.641,0.48,0.296,8.8,21.6,15.1,6.5,1.2,3.9,8.3,17.9,0.6,0.4,1,0.167,0.5,-0.3,0.2,0.1,,bryanth01
356,GG Jackson II,21,MEM,PF,19,3,278,10.5,0.522,0.52,0.265,2.7,17.7,10.3,6.1,2.7,2.4,13.6,19.6,-0.3,0.4,0.2,0.031,-4.5,0.9,-3.6,-0.1,,jacksgg01
357,Ethan Thompson,26,IND,SG,18,5,276,7.6,0.514,0.706,0.132,3.7,8.1,5.8,12,1.6,1.6,12.2,12.5,0,0.2,0.2,0.037,-4,0.4,-3.6,-0.1,,thompet01
358,Dalen Terry,23,CHI,SG,25,0,261,10.7,0.514,0.42,0.13,5.8,11.6,8.8,13.3,3.1,2.6,17.1,14.1,-0.1,0.3,0.2,0.044,-3.5,1.4,-2.1,0,,terryda01
359,Jamison Battle,24,TOR,SF,30,2,258,11.7,0.691,0.563,0.113,3.8,15.3,9.5,5.9,0.9,0.4,13.9,14.2,0.2,0.3,0.5,0.096,-1,-0.3,-1.3,0,,battlja01
360,Kyle Anderson,32,UTA,SF,13,0,258,14.8,0.551,0.026,0.321,5.8,14.1,9.9,19.6,3.3,1.9,11.9,16.2,0.3,0.2,0.5,0.085,-1.3,1.4,0.1,0.1,,anderky01
361,Josh Green,25,CHO,SG,16,0,256,10.3,0.585,0.781,0.063,6.3,6.1,6.2,8.5,1.9,0,8.4,11.8,0.3,0.1,0.5,0.084,-1.5,-0.1,-1.6,0,,greenjo02
362,Nick Richards,28,PHO,C,28,2,254,11.3,0.534,0,0.394,15,25,19.9,4.3,0.8,5.2,23.1,17.8,-0.2,0.4,0.2,0.042,-6,-0.7,-6.7,-0.3,,richani01
363,Dylan Cardwell,24,SAC,C,14,1,251,13.2,0.495,0.021,0.5,16.1,21.9,18.9,6.3,1.9,7.9,14.6,11.7,0.1,0.3,0.5,0.087,-4.6,1.1,-3.6,-0.1,,cardwdy01
364,Kobe Brown,26,LAC,PF,26,0,245,10.4,0.501,0.618,0.294,6.9,13.4,10.2,12.6,1.4,0.8,12.5,15.9,0.1,0.1,0.2,0.041,-1.6,-1.2,-2.8,0,,brownko01
365,Larry Nance Jr.,33,CLE,PF,17,2,245,6.6,0.439,0.522,0.045,5.6,14.8,10.1,10.1,1.7,1.5,11.6,13.1,-0.1,0.3,0.1,0.027,-5.6,0.4,-5.2,-0.2,,nancela02
366,Kelly Olynyk,34,SAS,C,25,0,242,14.2,0.588,0.538,0.431,7.6,15.4,11.5,18.8,2.2,0.4,15.3,15.8,0.4,0.4,0.7,0.143,-0.9,1.4,0.5,0.2,,olynyke01
367,Ariel Hukporti,23,NYK,C,26,4,240,10.9,0.565,0.032,0.516,13.3,19.2,16.2,8.6,1,6.2,26.9,9.1,0.2,0.3,0.5,0.093,-3.9,1.3,-2.6,0,,hukpoar01
368,Cam Christie,20,LAC,SG,26,0,232,9.2,0.474,0.449,0.435,4.1,15.6,10,8.5,1.3,0.8,7.8,17.1,-0.1,0.1,0.1,0.019,-3.3,-1.5,-4.8,-0.2,,chrisca02
369,Moussa Cisse,23,DAL,C,22,1,231,14.2,0.574,0,0.767,17,21.9,19.5,1.7,1.6,8.3,21.8,13.4,0,0.5,0.5,0.103,-4.7,1.6,-3.1,-0.1,,cissemo01
370,Chris Paul,40,LAC,PG,16,0,228,8.2,0.413,0.536,0.036,3.2,10.9,7.2,31.6,2.4,0,22,14.2,-0.1,0.2,0.1,0.011,-3.9,-0.4,-4.3,-0.1,,paulch01
371,Jevon Carter,30,CHI,PG,19,0,227,12.2,0.584,0.75,0.114,2.4,7.4,4.9,10.8,2.3,0,9.8,18.9,0.2,0.1,0.3,0.06,-0.6,-0.6,-1.2,0,,carteje01
372,Kevon Looney,29,NOP,C,16,6,227,12.3,0.433,0.2,0.178,17.4,21.3,19.3,13.9,1.3,3.4,14.2,10.3,0.2,0.2,0.4,0.077,-2.3,-0.7,-3.1,-0.1,,looneke01
373,Olivier-Maxence Prosper,23,MEM,PF,20,0,226,12.5,0.622,0.344,0.438,5.6,15.3,10.5,9.2,0.8,0.4,13.6,16.1,0.3,0.2,0.5,0.104,-1.9,-0.8,-2.7,0,,prospol01
374,KJ Simpson,23,CHO,PG,14,2,223,7.8,0.437,0.438,0.18,2.6,11.9,7.4,22.2,3.3,0,20,22.6,-0.5,0.2,-0.3,-0.057,-5.8,-0.1,-5.8,-0.2,,simpskj01
375,Carter Bryant,20,SAS,PF,30,0,222,4,0.41,0.542,0.111,4.4,17.8,11.1,2.9,0.9,0.8,11.7,16.2,-0.4,0.3,-0.1,-0.03,-6.5,-1.6,-8.1,-0.3,,bryanca01
376,Duop Reath,29,POR,C,29,0,220,10.1,0.62,0.734,0.047,3.4,11,7.1,5.8,1.1,2.4,9.7,13.3,0.2,0.1,0.4,0.082,-0.9,-0.2,-1.1,0.1,,reathdu01
377,Ousmane Dieng,22,OKC,C,18,0,220,10.4,0.596,0.532,0.097,3.1,11.5,7.5,9.3,0.2,2.3,8.5,13.8,0.2,0.3,0.6,0.12,-1.3,-0.3,-1.6,0,,diengou01
378,Malaki Branham,22,WAS,SG,23,0,217,12.8,0.564,0.397,0.476,4.9,13,8.9,13.2,2,1.2,13.6,17,0.2,0.1,0.2,0.054,-2,-1,-3,-0.1,,branhma01
379,Isaiah Livers,27,PHO,PF,20,0,211,8.4,0.528,0.725,0.15,6.2,15,10.5,7.7,1.8,2.7,17.4,10.2,0,0.3,0.3,0.074,-3.3,1.3,-2,0,,liveris01
380,Maxi Kleber,34,LAL,PF,19,0,210,4.4,0.402,0.469,0.375,5.8,11.9,8.9,7.5,1.2,2.2,15.8,9.1,-0.1,0.1,0,0.007,-5.7,-0.2,-5.9,-0.2,,klebima01
381,Ben Saraf,19,BRK,SG,12,5,203,6.9,0.474,0.532,0.242,2.7,8.3,5.4,24.5,2,1.3,25.1,19.5,-0.4,0.1,-0.2,-0.054,-4.8,-1.5,-6.2,-0.2,,sarafbe01
382,Christian Koloko,25,2TM,C,13,2,201,8.7,0.394,0.029,0.114,10.1,13.6,11.9,6.3,2.4,6.2,16,9,-0.1,0.3,0.2,0.054,-4.9,2,-2.9,0,,kolokch01
382,Christian Koloko,25,LAL,C,2,0,6,-0.3,,,,0,19,9.8,0,0,0,,0,0,0,0,0.019,-6.6,-1.7,-8.3,0,,kolokch01
